text,label,label_name
Can I use it outside of Europe?,24,country_support
Let me know when you charge extra for payments please. I just checked the app earlier when I saw that there was an additional fee on one of the payments that I wasn't warned about before.,15,card_payment_fee_charged
How can I reset the passcode if I need to do that?,44,passcode_forgotten
How do I go about cancelling a transaction?,8,cancel_transfer
I see a strange payment in my account.,16,card_payment_not_recognised
There is the same transaction showing more than once.,63,transaction_charged_twice
I'm still waiting on my identity verification.,68,unable_to_verify_identity
I am seeing inside the App a some cash withdrawal that is not mine,20,cash_withdrawal_not_recognised
There is a pending payment on my account that is very strange. I don't remember making this and it won't go away. Can you help me figure this out?,34,extra_charge_on_statement
I would like to top up my account automatically. How do I do that?,4,automatic_top_up
i have been trying to top up my account with a check but it won't work,58,top_up_by_cash_or_cheque
I am having trouble activating my card.,0,activate_my_card
how do I speed up identity verification?,74,why_verify_identity
How long do I need to wait to see an update after I make a bank transfer?,5,balance_not_updated_after_bank_transfer
"I have been charged more than I should for the presents I bought when abroad, the problem seems to be the exchange rate.",17,card_payment_wrong_exchange_rate
Is the fee with my cash withdrawal a mistake?,19,cash_withdrawal_charge
Can this app take my salary?,50,receiving_money
Why isn't my id verifying?,68,unable_to_verify_identity
I placed a cash deposit in my account but I can't see it yet.,6,balance_not_updated_after_cheque_or_cash_deposit
"I have not received my card and it's been a week, what do I do?",11,card_arrival
Please tell me how you can stop unauthorized payments from being made on my card since on this bill I see that this has happened. There are transactions that I never made from a place I've never been to.,22,compromised_card
"I am not supposed to be charged a cash withdrawal fee, but I was.",19,cash_withdrawal_charge
What are you exchange rates?,32,exchange_rate
My card hasn't shown up yet.,11,card_arrival
Where is the transfer that I did?,5,balance_not_updated_after_bank_transfer
I don't recognize the direct debit payment from the app.,28,direct_debit_payment_not_recognised
I need to know what is going on. I'm attempting to purchase a flat and need the money to pay on my initial mortgage payment. I'm only getting an error. Can you find out what's going on and help in making the transfer?,35,failed_transfer
"How long do transfers take, mine just says pending?",48,pending_transfer
Why are my withdrawals suddenly being declined?,26,declined_cash_withdrawal
"The past few times I've been to the ATM, I was charged a withdrawal fee. Have your policies changed regarding fees?",19,cash_withdrawal_charge
why top up is not working even if I got my American Express in Apple Bay?,2,apple_pay_or_google_pay
The ATM didn't give me what I asked for but my balance says it did,75,wrong_amount_of_cash_received
What's the reason for needing to verify my identity?,74,why_verify_identity
It seems that the rate I got is incorrect.,17,card_payment_wrong_exchange_rate
"After reviewing my charges, I see I was charged a fee for a transfer I did, why?",64,transfer_fee_charged
How can I find your exchange rates?,32,exchange_rate
Can this card be used at all ATMs?,3,atm_support
how can i get it to add money automatically while travelling,4,automatic_top_up
I left my phone somewhere and can't use the app.,42,lost_or_stolen_phone
I have a disposable card but it does not work?,72,virtual_card_not_working
I had a payment reverted and would like to figure out why.,53,reverted_card_payment?
Can I use as many top-ups as I want?,60,top_up_limits
Why was my ATM withdrawal cancelled?,26,declined_cash_withdrawal
I'm in China and need a new card. Please help.,9,card_about_to_expire
What should I do if my physical card isn't working?,14,card_not_working
Can I track my card while it is in the process of delivery?,11,card_arrival
"My card was used without my permission, what do I do?",22,compromised_card
"I have made 5 attempts to make a very standard survey, yet I can't get it to work. What is the problem? Is there an issue related to your system?",35,failed_transfer
"I have received my statement but I do not see my refund, why is that?",51,Refund_not_showing_up
Why are my transfers getting declined?,27,declined_transfer
I have a transfer that is pending.,48,pending_transfer
"I looked at my statement, and there is a charge for 1£ that I don't recognize. Why is it on there?",34,extra_charge_on_statement
"My new card isn't in my app, how do I get it in there?",13,card_linking
What are the guidelines for the disposable cards?,29,disposable_card_limits
"There seems to be an additional charge of £1 on my statement, what is the reason for this?",34,extra_charge_on_statement
I didn't set up a direct debit payment on my account.,28,direct_debit_payment_not_recognised
I've been charged an extra £1 and I don't know why,34,extra_charge_on_statement
Are top-ups allowed using Apple Pay?,2,apple_pay_or_google_pay
Can I pay with my card anywhere?,10,card_acceptance
I just looked over my statement and I don't recognize the name of a card payment.,16,card_payment_not_recognised
How much do I have to pay if I want to transfer money?,64,transfer_fee_charged
Where can I find an ATM?,3,atm_support
"After I got my cash, I found out my exchange rate was wrong.",76,wrong_exchange_rate_for_cash_withdrawal
How can I change my old pin to a new one?,21,change_pin
May I get an account for my daughter?,1,age_limit
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,66,transfer_not_received_by_recipient
Can you tell me more info about virtual disposable cards?,37,get_disposable_virtual_card
Can you please advise if there is something wrong with my card? I have had multiple rejections and do not know the reason. Thanks!,25,declined_card_payment
There is a direct debit fee in the App that I didn't do.,28,direct_debit_payment_not_recognised
I checked on google and the exchange rate you are using is really bad. Can you update it?,17,card_payment_wrong_exchange_rate
I bought something that I need a refund for.,52,request_refund
I would like to alter my personal details.,30,edit_personal_details
I was expecting my new card by now.,11,card_arrival
I have duplicated transactions on my statement,63,transaction_charged_twice
My card is about to expire. How do I order another?,9,card_about_to_expire
I just received my card and I'd like to activate it.,0,activate_my_card
How long will my payment be pending?,45,pending_card_payment
I tried to do a transfer and it hasn't worked!,35,failed_transfer
Seems like my top-up has failed,59,top_up_failed
Where did my money come from?,70,verify_source_of_funds
I made a cash withdrawal at an ATM but it still says pending in my account.,46,pending_cash_withdrawal
Will my other US credit card be accepted?,54,supported_cards_and_currencies
I am still waiting for a money transfer to process.,48,pending_transfer
How much is the charge for a foreign currency exchange?,31,exchange_charge
I have no idea why but my transfers keep getting declined. I have double checked all the recipient details several times already and they're definitely correct.,27,declined_transfer
The card PIN?,38,get_physical_card
I bought an item that I was charged a different exchange rate for.,17,card_payment_wrong_exchange_rate
Can i get money in my home currency at my ATM ?I am on holiday and bit concerned because i do not have any cash with me .Is it possible to withdraw without any additional cost.,76,wrong_exchange_rate_for_cash_withdrawal
Where can I find the verification code for a top-up?,71,verify_top_up
I would like to exchange currency What types are there?,33,exchange_via_app
"I've just made a money transfer to the wrong account, I need to stop the money from being moved as it may be going to someone I don't know. Please can you help?",8,cancel_transfer
I paid with my card and was charged extra,15,card_payment_fee_charged
Why is your exchange rate different on different days?,32,exchange_rate
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,66,transfer_not_received_by_recipient
How can I receive a virtual card?,40,getting_virtual_card
How many days does a regular transaction take to complete? I see a pending payment that hasn't changed in the last several days.,45,pending_card_payment
I don't see any change in my balance.,5,balance_not_updated_after_bank_transfer
What is necessary for the identity verification?,69,verify_my_identity
Can someone help with my passcode?,44,passcode_forgotten
Where do you mail physical cards?,43,order_physical_card
A refund for a recent return has not arrived on my card.,51,Refund_not_showing_up
There has been a charge pending on my account statement that I can't figue out it's for a dollar.,34,extra_charge_on_statement
I was overcharged a pound.,34,extra_charge_on_statement
I need my refund as soon as possible. What else do I have to do?,51,Refund_not_showing_up
I made a cash withdrawl and there is a charge. What is this?,19,cash_withdrawal_charge
How can I sign up for a virtual card?,40,getting_virtual_card
Is there a list of where I can use my card?,10,card_acceptance
exchanging currencies costs what?,31,exchange_charge
I need more than one disposable card,29,disposable_card_limits
How can I transfer money into my account?,65,transfer_into_account
What fees are there for adding money using an international card,57,top_up_by_card_charge
Will I be charged for adding money using an international card?,57,top_up_by_card_charge
Is there a number to call to get my pin unblocked?,49,pin_blocked
What currencies and methods can i use to top up my account?,54,supported_cards_and_currencies
An extra fee has been added to my card payment is this correct?,15,card_payment_fee_charged
With what currencies can I add money?,54,supported_cards_and_currencies
Why is my deposit still pending?,6,balance_not_updated_after_cheque_or_cash_deposit
Where can I find the auto-top option?,4,automatic_top_up
There's a payment in the app I don't recognize.,16,card_payment_not_recognised
There was a charge made on my card from a couple weeks ago and I don't remember making the purchase. Nor do I remember the company itself. Can we trace this at all to confirm if I did it or not?,28,direct_debit_payment_not_recognised
Can I transfer money to my account with the app?,65,transfer_into_account
I'd like to get another card,39,getting_spare_card
Show me how to look at the source of my current funds?,70,verify_source_of_funds
I'm wanting to get a Visa card today.,73,visa_or_mastercard
Can I change my PIN in Austria?,21,change_pin
How can I locate the virtual card?,40,getting_virtual_card
"If I want to add funds to the account using American Express, how do I do that?",54,supported_cards_and_currencies
I deposited cash into my account and I'm having trouble seeing it on my account.,6,balance_not_updated_after_cheque_or_cash_deposit
Is it possible to get both Visa and Mastercard from you?,73,visa_or_mastercard
Won't let me top my card up!! Who can get it sorted out for me? It's urgent! How do I find out what the problem is with my card and how else to top it up?,59,top_up_failed
"I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this?",53,reverted_card_payment?
What are the restrictions on auto top-up?,4,automatic_top_up
Can I use app to unblock my card?,49,pin_blocked
Is a tracking number available for the card that was just sent?,11,card_arrival
"My PIN has been blocked, what should I do?",49,pin_blocked
My phone has been stolen. How can I make sure no one uses my account from it?,42,lost_or_stolen_phone
"Can you send me a Mastercard, instead of a Visa?",73,visa_or_mastercard
Is there a way to verify a card top-up?,71,verify_top_up
Transfer isn't working?,35,failed_transfer
I'd prefer a Mastercard.,73,visa_or_mastercard
I entered a typo when I was transferring money and now I've sent it to an incorrect account. This is so bad! I need it cancelled now.,8,cancel_transfer
Why did I get declined when trying to get cash?,26,declined_cash_withdrawal
How can I receive money from my friend?,50,receiving_money
I don't appreciate the extra fees being siphoned from my account. I was helping some friends move to Japan and we were buying home decorations at the local stores. The receipts differed greatly from what showed up in my bank account and my statement. When can I expect the extra fees to be back in my account?,64,transfer_fee_charged
Why doesn't the person I sent money to see that transfer yet?,66,transfer_not_received_by_recipient
There is a repeat charge for the same item,63,transaction_charged_twice
The wrong exchange rate was used for my cash withdrawal,76,wrong_exchange_rate_for_cash_withdrawal
Send me my card now! ASAP,12,card_delivery_estimate
How long until transfers from Europe go through?,67,transfer_timing
I made a card payment but it didn't work. Why not?,25,declined_card_payment
I have not received an item i ordered yet so i want to cancel it and get a refund. Can you please guide me on how to go about it?,52,request_refund
Why would a transfer to a beneficiary not go through?,7,beneficiary_not_allowed
Is there extra fees for making a withdraw in a different country at a cash machine.,76,wrong_exchange_rate_for_cash_withdrawal
I have a payment I didnt make on my account,16,card_payment_not_recognised
Why can't I see the top up I made?,62,topping_up_by_card
I was getting cash and the card got stuck inside,18,card_swallowed
"I want to deposit funds, what payments are accepted?",54,supported_cards_and_currencies
"I have been waiting for my transfer, shouldn't it be here already?",67,transfer_timing
How do I go about transferring money using my credit card?,62,topping_up_by_card
How simple is it to transfer money into my account?,65,transfer_into_account
My order needs to be canceled.,52,request_refund
I am still waiting on my card?,11,card_arrival
Why would a merchant revert a card payment?,53,reverted_card_payment?
I didn't receive the correct exchange rate for an item that I bought.,17,card_payment_wrong_exchange_rate
How does the exchange rate work?,32,exchange_rate
Why am I being a charged for using my card?,15,card_payment_fee_charged
How can I change my name because I just got married?,30,edit_personal_details
Where can i find the virtual card?,40,getting_virtual_card
"I tried to top-up, why didn't it work?",59,top_up_failed
My currency rate is inaccurate.,17,card_payment_wrong_exchange_rate
Where's my virtual card,40,getting_virtual_card
How can receive a physical card,43,order_physical_card
I see a direct debit that isn't mine? How can I get my money back?,28,direct_debit_payment_not_recognised
Why has my top up been cancelled,61,top_up_reverted
"left my phone at hotel, cant use app",42,lost_or_stolen_phone
I have a payment which has not been approved.,45,pending_card_payment
Can the card was sen to me be tracked?,11,card_arrival
I placed my order a week ago. Is it ok that my card isn't here yet?,12,card_delivery_estimate
How do I use a check to top up?,58,top_up_by_cash_or_cheque
The cash I asked for still hasn't been received,75,wrong_amount_of_cash_received
Is auto top up available?,4,automatic_top_up
How long do transfers take to go though,5,balance_not_updated_after_bank_transfer
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,68,unable_to_verify_identity
I recently transferred money to my account when will it show up?,5,balance_not_updated_after_bank_transfer
My transfer was declined. Why did this happen?,27,declined_transfer
Why did I get charged one pound seemingly randomly?,34,extra_charge_on_statement
Why can't I transfer money to a beneficiery?,7,beneficiary_not_allowed
Is there a way I can have a mastercard?,73,visa_or_mastercard
Why is there an extra charge on my statement.,34,extra_charge_on_statement
Please explain the extra fee when I paid with the card.,15,card_payment_fee_charged
Help me cancel a transaction.,8,cancel_transfer
I cannot remember my passcode.,44,passcode_forgotten
I am having a problem with verifying my identity.,68,unable_to_verify_identity
Please tell me which fiat currencies you support.,36,fiat_currency_support
When I exchanged currencies the value of my money changed.,76,wrong_exchange_rate_for_cash_withdrawal
Why would a cash withdrawal be pending?,46,pending_cash_withdrawal
There is a direct debit set up that I didn't create.,28,direct_debit_payment_not_recognised
"Help me please, I need to top up cash.",58,top_up_by_cash_or_cheque
"I'm having an issue with transaction. I topped up my account and saw it went through, but that was a few days ago and the money isn't in my account any more. What's up with that?",61,top_up_reverted
I see a cash withdrawal in the app that I did not do.,20,cash_withdrawal_not_recognised
"If I am in China, can I still order a new card and if so, how?",9,card_about_to_expire
"There are a couple payments with my card shown in the app that i really make myself. What's going on with this, maybe someone has access to my card?!",16,card_payment_not_recognised
Why wouldn't a transfer go through?,35,failed_transfer
how do i get a pin for my card,38,get_physical_card
How do I reactivate my card?,13,card_linking
Could google pay and top up be together?,2,apple_pay_or_google_pay
why did my payment revert,53,reverted_card_payment?
When will the transaction be done?,66,transfer_not_received_by_recipient
My transfer still says pending,48,pending_transfer
"I took out cash from the ATM, but something must have went wrong, My account shows the correct amount of cash I took out, but the ATM didn't give me that amount. How do I get my money back?",75,wrong_amount_of_cash_received
"i have been trying to add money with apple pay but it wont work, why?",2,apple_pay_or_google_pay
What do I do if I have exceeded all my PIN tries?,49,pin_blocked
I've got to have one of those virtual cards.,40,getting_virtual_card
Why has my card payment been reversed?,53,reverted_card_payment?
What is the basis of your exchange rates?,32,exchange_rate
What are the disposable cards for?,37,get_disposable_virtual_card
I was needing you to see if the exchange rate is correct from when i got cash,76,wrong_exchange_rate_for_cash_withdrawal
The amount of cash i have received is not correct.,75,wrong_amount_of_cash_received
Can you tell me what I need for identity validation?,69,verify_my_identity
How much transactions do I get with a disposable card?,29,disposable_card_limits
Where can I use my card to pay?,10,card_acceptance
What exactly is the exchange fee?,31,exchange_charge
The exchange rate for the money I took out in a foreign country is wrong.,76,wrong_exchange_rate_for_cash_withdrawal
How long will it take for a bank transfer to show up on my account? It's been a couple hours but I havnt seen anything yet. Also it's from a UK account if that makes any difference.,5,balance_not_updated_after_bank_transfer
When will my new card arrive?,11,card_arrival
Why did the top-up fail?,59,top_up_failed
Cash has been deposited this morning but it hasn't came through.,6,balance_not_updated_after_cheque_or_cash_deposit
Is there a certain age I need to be?,1,age_limit
It won't let me prove my identity.,68,unable_to_verify_identity
I tried using my card at multiple vendors and now it's not working.,14,card_not_working
If my card payment isn't working what do I do?,25,declined_card_payment
I see some transactions that I don't recognize. I think someone stole my details.,22,compromised_card
what is the word?,28,direct_debit_payment_not_recognised
Where can the pin be located?,38,get_physical_card
what documents do i need to verify who i am,69,verify_my_identity
How do I activate my new card I just got?,0,activate_my_card
how to change name on account,30,edit_personal_details
Account topping up bank transfers to my account assistance please?,65,transfer_into_account
"I shouldn't have been charged but I see a fee, why?",15,card_payment_fee_charged
How can I reset my passcode?,44,passcode_forgotten
What do I do if I can't access the app?,42,lost_or_stolen_phone
Why did my transfer get declined?,27,declined_transfer
"I want a disposable virtual card, how do I do that?",37,get_disposable_virtual_card
The rate of exchange for my cash withdrawal is wrong.,76,wrong_exchange_rate_for_cash_withdrawal
Is this card available to United States Residents?,24,country_support
Does the package with my card have tracking?,11,card_arrival
What is my source of funds?,70,verify_source_of_funds
My card will not work,14,card_not_working
Is there an additional charge to exchange currencies?,31,exchange_charge
I was making a purchase and it was declined and I wanted to know why.,27,declined_transfer
Can I apply for one of your cards if I live in the EU?,24,country_support
Why am I being charged more on exchange with things I bought abroad?,17,card_payment_wrong_exchange_rate
What do I do if I forgot my PIN?,49,pin_blocked
I have a contactless that's broken.,23,contactless_not_working
Why has my top up failed?,59,top_up_failed
I'd like to open an account for my kids can I do that?,1,age_limit
How much am I allowed to top-up?,60,top_up_limits
What country's money can I hold currency in?,36,fiat_currency_support
When should I expect my card to arrive?,12,card_delivery_estimate
My card won't physically work.,14,card_not_working
I have withdrawn cash from the ATM but it is showing in my account as a pending transation. Why is this?,46,pending_cash_withdrawal
Is there a reason my top-up has not gone through?,47,pending_top_up
Please help me get a refund?,52,request_refund
"I don't want this account anymore, how do I delete it?",55,terminate_account
Is there a limit for the amount I can top up?,60,top_up_limits
Where can I find the verification code for the top up card?,71,verify_top_up
Please tell me why the same transaction is showing up on my account more than once.,63,transaction_charged_twice
What is the source of funds for my money?,70,verify_source_of_funds
What is minimum age for an account?,1,age_limit
I made a transfer to my friend earlier and she hasn't received it yet. What's the hold up?,66,transfer_not_received_by_recipient
Will you charge for a physical card?,43,order_physical_card
Can I order a second card?,39,getting_spare_card
I am concerned that I am being doubled charged for several items purchased in the past week. Please review my statement and correct.,63,transaction_charged_twice
can i get a card if i live in the US?,24,country_support
I need to transfer some money to a friend who is in urgent need of some fast cash. How long will it take before she can use that money?,66,transfer_not_received_by_recipient
How long do you have to wait to see your virtual card your ordered?,40,getting_virtual_card
I need to stop a transaction that I made.,8,cancel_transfer
How long does it take for a new card to ship?,11,card_arrival
How can I put more money into my account?,58,top_up_by_cash_or_cheque
Why did I get charged for a transfer?,64,transfer_fee_charged
Are there businesses that don't accept this card?,10,card_acceptance
My product was faulty.,52,request_refund
is my pin the same as my passcode,38,get_physical_card
Please assist me in activating the card.,0,activate_my_card
My cash deposit isn't in my account. What happened?,6,balance_not_updated_after_cheque_or_cash_deposit
Help me order my card.,43,order_physical_card
The cash deposit I made this morning has not been credited to my account,6,balance_not_updated_after_cheque_or_cash_deposit
What is this extra pound charge for?,34,extra_charge_on_statement
Can I make a contactless payments?,23,contactless_not_working
Will I receive a new card when mine expires?,9,card_about_to_expire
Why isn't my cheque deposit showing on my account? I though it would be faster and would like to to look into it and help.,6,balance_not_updated_after_cheque_or_cash_deposit
Do i have to top-up with my credit card before I can transfer?,62,topping_up_by_card
How can I tell if my card payment is reverted?,53,reverted_card_payment?
Can you send me the actual card?,43,order_physical_card
I have not been able to use this card.,14,card_not_working
"I used my card to top up, but the money is not there!",62,topping_up_by_card
I am worried that too much time has gone by for a transfer to be completed.,66,transfer_not_received_by_recipient
Will you send me a new card in China?,9,card_about_to_expire
There is a payment showing that I know I didn't make. I didn't use my card that day and I'm sure of it. Can you please cancel that transaction and return my money? Thankyou,28,direct_debit_payment_not_recognised
Can I reset my PIN?,21,change_pin
What is your maximum top up limit per day?,60,top_up_limits
Why is my balance the same after a transfer?,5,balance_not_updated_after_bank_transfer
How old must I be to open an account?,1,age_limit
I need to change my last name on my account because I just got married.,30,edit_personal_details
"I need help to resolve mix up on my card payment. My account shows the money was taken out and then put back in the account. Then I received a message from the seller, It said that they did not get my payment.",53,reverted_card_payment?
I am trying to transfer and it has been stopped why is that,7,beneficiary_not_allowed
Why has my card been charged an extra pound?,34,extra_charge_on_statement
Should I keep waiting for my card to be delivered?,11,card_arrival
Do you deliver the PIN separately?,38,get_physical_card
IS there anywhere that a card cannot be delivered?,43,order_physical_card
I got less cash than what I specified at the ATM.,75,wrong_amount_of_cash_received
I have transactions that I don't recognize - I think someone is using my card.,22,compromised_card
Can I transfer money using the SWIFT service?,56,top_up_by_bank_transfer_charge
I added money but my top-up wasn't processed by the app.,59,top_up_failed
What types of cards and money do you accept?,54,supported_cards_and_currencies
I think the top up failed,59,top_up_failed
My transfer has been declined.,27,declined_transfer
How can I get my card out of the ATM?,18,card_swallowed
to cash withdrawals charge me?,19,cash_withdrawal_charge
I need some help now please! There are some transactions on my account that I do not remember purchasing. Can they be reversed? Can you please cancel or freeze my card so I don't keep getting charged?!,16,card_payment_not_recognised
Can I order a new card by phone?,9,card_about_to_expire
Is there a limit on how much I can top up?,60,top_up_limits
Is there a way to top up using my Apple Watch?,2,apple_pay_or_google_pay
I topped up and now my money is not there anymore! What happened to it?,61,top_up_reverted
What do I need to do to cancel a transaction?,8,cancel_transfer
There is something wrong with my card. Tried to use it a few times today in different places and it just didn't work. The transactions I tried to make were really small so not sure what's going on,14,card_not_working
"I have my residency in the US, but I would love to get a card.",24,country_support
why can't my beneficiary make transactions?,7,beneficiary_not_allowed
Can i get money back in my home currency at ATM? As I am on holiday and bit concerned because i do not have any cash with me . Is it possible to withdraw without any additional cost.,76,wrong_exchange_rate_for_cash_withdrawal
is there a reason that my payment didnt go through,25,declined_card_payment
Why doesn't my passcode work?,44,passcode_forgotten
What does it mean if my cash withdrawal does not show up properly?,46,pending_cash_withdrawal
The app rejected my top up,59,top_up_failed
I'm not seeing my cash deposit showing up in my account.,6,balance_not_updated_after_cheque_or_cash_deposit
What do I do if a transaction shows up twice?,63,transaction_charged_twice
"How long do transfers from a UK bank account usually take for you? I just made a transfer and I'm not seeing anything, wondering if it worked",5,balance_not_updated_after_bank_transfer
i cant seem to activate card,0,activate_my_card
Please explain why my top-up hasn't been processed yet?,47,pending_top_up
Can I set the account to auto top-up?,4,automatic_top_up
What are some of the restrictions that the disposable cards have?,29,disposable_card_limits
When will my transfer come through?,5,balance_not_updated_after_bank_transfer
I need more money in my account. Can I add more by transferring?,65,transfer_into_account
I am unable to use my top-up on the app. Could you explain this to me?,61,top_up_reverted
How much would an extra card cost?,39,getting_spare_card
Someone has taken my phone from my hotel room!,42,lost_or_stolen_phone
I am yet to receive the money in my account how long will this take?,67,transfer_timing
Where are the Mastercard ATMs?,3,atm_support
I got charged a service fee on my account. Can it be waived since I didn't know about it before?,15,card_payment_fee_charged
Why was I denied the option to transfer money to a selected beneficiary?,7,beneficiary_not_allowed
Why haven't I received a refund yet?,51,Refund_not_showing_up
Can you explain why my payment is still pending?,48,pending_transfer
Which ATMs accept this bill of fare ?,3,atm_support
The first payment I attempted for my card at the store earlier did not process so I had to make a second attempt. The second time it worked. It now appears I was charged twice. After looking at the app I see a pending charge. Please remove the pending amount because it is clearly not accurate and was declined.,63,transaction_charged_twice
who should i contact if my refund doesn't go through?,51,Refund_not_showing_up
The app won't let me transfer money to a beneficiary,7,beneficiary_not_allowed
Is a bank transfer acceptable for topping up my account?,65,transfer_into_account
And do you have virtual cards instead of physical ones?,40,getting_virtual_card
How to order my card?,43,order_physical_card
Who do I call to activate my new card?,0,activate_my_card
Where did this extra €1 fee on my statement come from?,34,extra_charge_on_statement
Using international ATMs messes up the exchange rate.,76,wrong_exchange_rate_for_cash_withdrawal
How do I go about verifying my identity?,69,verify_my_identity
Should my top-up be completed by now?,47,pending_top_up
Why was a fee changed for my transfer?,64,transfer_fee_charged
What value can I get for my currency?,32,exchange_rate
What do I do to Top up my card?,62,topping_up_by_card
I would like to get additional physical cards at this time,39,getting_spare_card
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,52,request_refund
Do I need a photo ID to activate a my new card?,0,activate_my_card
How will I know where my funds are coming from?,70,verify_source_of_funds
I'm unable to verify my identity,68,unable_to_verify_identity
Explain why I can't do a transfer to an account.,7,beneficiary_not_allowed
Do I have a card PIN?,38,get_physical_card
Please tell me where I can update my details since I moved.,30,edit_personal_details
My card isn't here yet.,11,card_arrival
Are there any charges for top ups?,57,top_up_by_card_charge
"I don't know my PIN, how can I find that out?",38,get_physical_card
What is the reason that my top-up is still pending?,47,pending_top_up
Do you offer account's for minors?,1,age_limit
I have a second credit card from the US. Will you take it?,54,supported_cards_and_currencies
How do I know how much money I will have when I travel abroad?,32,exchange_rate
How do I turn on my new card?,0,activate_my_card
i cannot get virtual card to work,72,virtual_card_not_working
I keep checking my statements but no progress.I requested a refund but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,51,Refund_not_showing_up
Please let me know how to place an order for a virtual card,40,getting_virtual_card
"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",46,pending_cash_withdrawal
Can you tell me how long it takes for a new card to come?,12,card_delivery_estimate
How can I change my address?,30,edit_personal_details
The app is showing mt withdrawals that aren't mine.,20,cash_withdrawal_not_recognised
Are transfers not free? I didn't know I would be charged for transfers.,64,transfer_fee_charged
My card is not able to be activated how do I get it to work?,0,activate_my_card
My card data has been exposed.,22,compromised_card
How many disposable cards can you own?,29,disposable_card_limits
How many times can I use a virtual card?,29,disposable_card_limits
I live in the US and I would like to get a card. How do I go about getting one?,24,country_support
Can I dispute a debit payment that I am seeing that I didn't make from a couple of months ago?,28,direct_debit_payment_not_recognised
There was an extra charge when I used my card,15,card_payment_fee_charged
Hi I am trying to transfer money to another country but it is showing pending and it has been a long time. I have checked numbers and they are correct. Could you please help?,48,pending_transfer
What has to be done to verify my identity?,69,verify_my_identity
There is a card payment that I'm not recognizing.,16,card_payment_not_recognised
Help me delete my account. I am not satisfied with the service.,55,terminate_account
What information do I need to gather in order to activate my card?,0,activate_my_card
My top-up didn't work.,59,top_up_failed
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",35,failed_transfer
"i didnt make these transactions, i think my card details might be stolen",22,compromised_card
Please explain why my payment was declined? I thought everything was good.,25,declined_card_payment
Can you help me find the virtual card?,40,getting_virtual_card
need to know places i can withdraw money,3,atm_support
Can I get a full list of instructions for identity checks?,69,verify_my_identity
I noticed my card was used in a small town that I have never been to. Can you stop the card from being used more?,22,compromised_card
How long will it take for the money to reach my account?,67,transfer_timing
I need money put into this account from another one.,65,transfer_into_account
How long will it take to receive my money from my transfer transaction?,66,transfer_not_received_by_recipient
My card has been lost / stolen,41,lost_or_stolen_card
I did not ask for the amount of cash that I received.,75,wrong_amount_of_cash_received
I accidentally exceeded my PIN tries. Please advise.,49,pin_blocked
What are the limits to where my card will be accepted?,10,card_acceptance
I need help making this transfer. I keep getting an error. I'm trying to purchase a flat but i need my mortgage payment to go through first. Can you help?,35,failed_transfer
Is there a money transfer fee?,64,transfer_fee_charged
With one disposable card how many transactions can i do?,29,disposable_card_limits
Why hasn't my payment shown up yet?,45,pending_card_payment
My cash withdrawal isnt showing on my account,46,pending_cash_withdrawal
I want a physical card,43,order_physical_card
I need assistance addressing a direct debit that I did not do myself.,28,direct_debit_payment_not_recognised
Please list what fiat currencies are supported for both holding and exchanging.,36,fiat_currency_support
My purchases from this morning are showing up as payment pending. Can you tell me why?,45,pending_card_payment
How much for an actual card?,43,order_physical_card
"When my card expires soon, how fast is the replacement card sent and what are the costs?",9,card_about_to_expire
Where do I get a disposable virtual card?,37,get_disposable_virtual_card
I think I was charged double for something I bought - how long should I wait before reporting this?,63,transaction_charged_twice
What is the average pending time for a transaction?,48,pending_transfer
Why am I still waiting for a transfer?,5,balance_not_updated_after_bank_transfer
"I need to activate my card, how is that done?",0,activate_my_card
Can I pay online with my card?,10,card_acceptance
Why have my top ups been canceled?,61,top_up_reverted
Is there a transaction limit for a disposable card?,29,disposable_card_limits
How long does it take to receive my card?,12,card_delivery_estimate
"I received my card, how do I get it to work in the app?",13,card_linking
How do I order a card?,43,order_physical_card
Can I increase my top-up maximum?,60,top_up_limits
can i order cards on the app,43,order_physical_card
Is there a way to reset the passcode?,44,passcode_forgotten
How does a US resident go about acquiring a new card?,24,country_support
Why did I get charged when getting cash?,19,cash_withdrawal_charge
I need help as fast as possible! I made a mistake on my most recent transfer; can you please stop it before it goes through?,8,cancel_transfer
How do I go about verifying the top-up card?,71,verify_top_up
What do I do to activate my new card?,0,activate_my_card
can the delivery be specific to my needs?,12,card_delivery_estimate
"I'm going on a trip soon and I needed to convert my Russian ruble to UK pounds, but when I did, your company charged me above the exchange rate. Did you mess up my transaction?",17,card_payment_wrong_exchange_rate
Help me access the card I already got so I can information from it.,13,card_linking
Do you take SWIFT transfers?,56,top_up_by_bank_transfer_charge
Why am I not seeing the check I deposited this morning in my account?,6,balance_not_updated_after_cheque_or_cash_deposit
Why did I get charged a fee for my card payment?,15,card_payment_fee_charged
